NO,SAMPLE_ID,식품코드,DB군,상용제품,식품명,연도,지역 / 제조사,채취시기,식품대분류,식품상세분류,1회제공량,내용량_단위,총내용량(g),총내용량(mL),에너지(㎉),수분(g),단백질(g),지방(g),탄수화물(g),총당류(g),자당(g),포도당(g),과당(g),유당(g),맥아당(g),총 식이섬유(g),칼슘(㎎),철(㎎),철(㎍),마그네슘(㎎),인(㎎),칼륨(㎎),나트륨(㎎),아연(㎎),구리(㎎),망간(㎎),셀레늄(㎍),레티놀(㎍),베타카로틴(㎍),비타민 D3(㎍),토코페롤(㎎),토코트리에놀(㎎),비타민 B1(㎎),비타민 B2(㎎),나이아신(㎎),엽산(DFE)(㎍),비타민 B12(㎍),비타민 C(㎎),총 아미노산(㎎),이소류신(㎎),류신(㎎),라이신(㎎),메티오닌(㎎),페닐알라닌(㎎),트레오닌(㎎),발린(㎎),히스티딘(㎎),아르기닌(㎎),티로신(㎎),시스테인(㎎),알라닌(㎎),아스파르트산(㎎),글루탐산(㎎),글리신(㎎),프롤린(㎎),세린(㎎),콜레스테롤(㎎),총 포화 지방산(g),부티르산(4:0)(g),카프로산(6:0)(g),카프릴산(8:0)(g),카프르산(10:0)(g),라우르산(12:0)(g),미리스트산(14:0)(g),팔미트산(16:0)(g),스테아르산(18:0)(g),아라키드산(20:0)(g),미리스톨레산(14:1)(g),팔미톨레산(16:1)(g),올레산(18:1(n-9))(g),박센산(18:1(n-7))(g),가돌레산(20:1)(g),리놀레산(18:2(n-6)c)(g),알파 리놀렌산(18:3(n-3))(g),감마 리놀렌산(18:3(n-6))(g),에이코사디에노산(20:2(n-6))(g),아라키돈산(20:4(n-6))(g),에이코사트리에노산(20:3(n-6))(g),에이코사펜타에노산(20:5(n-3))(g),도코사펜타에노산(22:5(n-3))(g),도코사헥사에노산(22:6(n-3))(g),트랜스 지방산(g),트랜스 올레산(18:1(n-9)t)(g),트랜스 리놀레산(18:2t)(g),트랜스 리놀렌산(18:3t)(g),회분(g),카페인(㎎),성분표출처,발행기관
31,D000047-ZZ-AVG,D000047,음식,품목대표,선지해장국,2019,전국(대표),평균,국 및 탕류,육류국.탕,1000,g,-,-,312,919.4,49.3,5.4,16.7,3.9,0.3,2,1.6,0,0,9.5,206.72,-,78.57,92.03,238.15,641.53,3074.53,2.97,0.44,1.25,0.06,0,810.35,-,3.8,0.16,0.72,0.32,0.93,72.94,0.69,10.02,-,714.2,4468.88,3638.87,485.15,2533.22,1694.8,3074.65,2039.02,2234.4,1153.89,402.13,3293.2,4776.84,7753.65,2787.07,2025.24,1935.17,230.52,2.7,0,0,0,0,0.1,0.2,1.6,0.9,0,0,0.2,2.3,0.1,0,1.3,0.4,0,0,0,0,0,0,0,0.1,0,0,0,9.3,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
32,D000049-ZZ-AVG,D000049,음식,품목대표,소고기무국,2019,전국(대표),평균,국 및 탕류,육류국.탕,400,g,-,-,123,371.6,14.2,4,7.8,3.5,0.2,1.7,1.6,0,0,3.1,59.21,-,1.59,42.86,108.32,336.96,1067.02,3.05,0.06,0.25,27.25,0.06,63.19,-,0.79,0.02,0.09,0.07,1.32,32,1.8,0,-,483.72,1022.59,1160.26,260.43,531.51,598.36,553.63,369.81,903.45,422.12,245.89,828.29,1311.31,2525.92,775.16,654.09,577.34,38.43,1.3,0,0,0,0,0,0.1,0.8,0.4,0,0,0.2,1.3,0.1,0,0.3,0.1,0,0,0,0,0,0,0,0.1,0.1,0,0,3.5,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
33,D000050-ZZ-AVG,D000050,음식,품목대표,소고기미역국,2019,전국(대표),평균,국 및 탕류,육류국.탕,650,g,-,-,151,613.1,18.1,5.3,7.7,0,0,0,0,0,0,8.4,149.32,-,3.04,95.09,139.44,204.8,1908.91,3.96,0.12,0.12,49.21,0.99,385.75,-,0.73,0.06,0.12,0.15,1.48,35.95,2.8,0,-,593.04,1247.04,1275.93,388.84,673.65,721.61,683.49,441.75,1041.53,529.13,206.61,998.71,1532.13,2696.53,931.38,715.68,676,42.18,2,0,0,0,0,0,0.1,1.2,0.6,0,0,0.1,1.7,0.1,0,0.4,0.2,0,0,0,0.1,0.1,0,0,0.1,0.1,0,0,5.8,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
34,D000052-ZZ-AVG,D000052,음식,품목대표,순대국,2019,전국(대표),평균,국 및 탕류,육류국.탕,800,g,-,-,540.3,700.71,43.52,33.02,17.26,0,0,0,0,0,0,26.1,105.32,-,72.89,0,311.97,456.63,1504.04,0,0,0,0,130.64,407.61,-,0,0,0.48,0.82,7.31,0,0,0,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,246,10.98,0,0,0,0,0,0.4,6.8,3.6,0.1,0,0.7,11.1,0.7,0.3,5.2,1.2,0,0.1,0,0.2,0,0,0,0.16,0.1,0,0,5.49,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
35,D000054-ZZ-AVG,D000054,음식,품목대표,시래기된장국,2019,전국(대표),평균,국 및 탕류,채소류국.탕,450,g,-,-,99,424.1,6.7,3.1,11,1.3,0.1,1,0.3,0,0,6,213.27,-,2.63,55.68,128.65,329.45,1523.66,0.92,0.18,1.32,20.41,0.2,1705.1,-,4.16,0,0.3,0.1,1.03,30.85,-,0,-,187.35,398.85,314.36,73.3,259.99,221.74,234.31,121.27,315.04,183.28,50.27,296.25,558.9,1462.83,288.06,293.29,269.48,0,0.3,0,0,0,0,0,0,0.2,0.1,0,0,0,0.3,0,0,0.7,0.6,0,0,0,0,0,0,0,0,0,0,0,5.1,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
36,D000060-101-AVG,D000060,음식,품목대표,올갱이국,2019,괴산,평균,국 및 탕류,어패류국.탕,600,g,-,-,144.26,560.2,13.7,4.2,13,1.6,0,0.9,0.7,0,0,5.9,391.17,-,13.97,189.07,202.74,599.01,2017.16,2.46,1.15,4.09,73.52,0,2562.52,-,4.41,0.29,0,0.13,2.31,84.83,0,0,-,399.98,788.69,676.65,176.53,499.95,487.98,503.13,214.57,597.82,407.71,156.57,604.85,1094.1,2492.66,499.52,441.9,576.96,85.36,0.8,0,0,0,0,0.01,0.03,0.58,0.18,0.01,0,0.09,0.67,0.07,0.01,0.8,0.2,0,0.01,0,0.05,0.06,0.03,0.02,0,0.02,0,0.02,8.9,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
37,D000062-ZZ-AVG,D000062,음식,품목대표,우거지해장국,2019,전국(대표),평균,국 및 탕류,채소류국.탕,600,g,-,-,154.38,561.8,11.9,5.9,13.5,2.5,0.1,1.9,0.6,0,0,8.5,198.55,-,2.49,68.67,187.07,561.3,2049.59,1.64,0.31,0.93,28.49,0,1700.54,-,4.64,0,0.17,0.13,0.23,56.84,2.29,0,-,365.86,723.71,652.14,128.76,465.66,429.91,453.27,238.56,667.56,328.58,94.56,616.16,1071.04,2438.47,770.9,615.4,478.92,22.37,1.2,0,0,0,0,0.01,0.06,0.77,0.35,0.01,0.01,0.06,1.1,0.09,0.01,1.16,0.52,0,0,0,0.01,0,0,0,0,0.03,0.01,0,7,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
38,D000063-ZZ-AVG,D000063,음식,품목대표,우렁된장국,2019,전국(대표),평균,국 및 탕류,어패류국.탕,500,g,-,-,245,440,24.6,7.7,19.2,3.6,0.4,1.9,1.2,0,0,8.1,656.62,-,6.34,147.29,362.38,599.9,2134.21,2.54,1.91,1.53,65.13,1.56,783.96,-,8.23,0.03,0.23,0.14,1.09,80.94,1.65,0.19,-,878.8,1741.32,1366.7,314.93,1033.31,957.01,1013.15,489.25,1598.71,761.8,324.2,1162.2,2459.83,4516.06,1154.79,1147.24,1150.33,105.38,1.1,0,0,0,0,0,0,0.8,0.3,0,0,0,1.3,0.1,0,3.2,0.5,0,0,0,0,0,0,0,0,0,0,0,8.5,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
39,D000064-ZZ-AVG,D000064,음식,품목대표,탕국,2019,전국(대표),평균,국 및 탕류,어패류국.탕,250,g,-,-,92.15,229.91,13.18,4.27,0.24,0.08,0,0,0.08,0,0,4.22,76.47,-,1.67,35.67,114.18,235.59,656.75,2.67,0.07,0.36,16.97,0,25.5,-,2.29,0.01,0.11,0.18,0.86,13.6,0,0,-,426.1,1085.8,1000.17,274.31,561.76,653.47,527.25,333.75,975.09,470.82,128.51,785.41,1431.88,2441.25,52.85,665.26,666.65,30.12,1.01,0,0,0,0,0,0.1,0.6,0.3,0,0,0.1,1.1,0.1,0.1,0.9,0.1,0,0,0,0,0,0,0,0.07,0.1,0,0,2.39,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
40,D000066-ZZ-AVG,D000066,음식,품목대표,홍합미역국,2019,전국(대표),평균,국 및 탕류,어패류국.탕,650,g,-,-,167,607,19.7,4.7,11.6,0,0,0,0,0,0,9.5,227.69,-,10.33,175.68,375.32,246.29,2043.68,3.09,0.22,0.69,165.53,30.82,490.25,-,2.54,0,0.12,0.31,0.49,66.38,15.02,1.44,-,634,1173.46,1382.25,400.1,696.29,854.76,747.26,356.45,1464.41,633.39,222.65,951.45,1713.37,2299.75,1145.4,765.92,903.61,58.4,0.9,0,0,0,0,0,0.1,0.6,0.2,0,0,0.2,0.5,0.1,0,0.5,0.3,0,0,0,0.1,0.6,0,0.3,0,0,0,0,7,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
41,D000067-ZZ-AVG,D000067,음식,품목대표,황태해장국,2019,전국(대표),평균,국 및 탕류,어패류국.탕,600,g,-,-,181.7,557.8,24.5,6.8,5.7,1.5,0.1,0.5,0.9,0,0,5.4,164.63,-,1.41,73.68,251.27,503,1533.09,1.3,0.15,0.4,49.43,5.94,140.74,-,3.66,0.04,0.06,0.13,0.1,48.85,2.76,0,-,872.36,1801.52,1977.95,643.1,981.6,1130.04,1020.39,488.84,1564.82,959.03,331.22,1333.32,2710.38,4442.48,1052.1,827.62,1173.57,150.3,1.1,0,0,0,0,0,0.02,0.8,0.27,0.01,0,0.06,1.42,0.1,0.02,1.45,0.31,0,0,0,0.03,0.13,0,0.17,0,0,0.01,0.01,5.3,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
42,D000068-ZZ-AVG,D000068,음식,품목대표,고추잡채,2019,전국(대표),평균,볶음류,기타 볶음류,200,g,-,-,256.77,148.21,10.99,12.01,26.17,2.09,0,0.99,1.09,0,0.01,4.57,32.84,-,24.55,0,108.74,269.22,828.55,0,0,0,0,0,325.59,-,0,0,0.16,0.19,2.03,0,0,8.88,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,39.26,2.11,0,0,0,0,0,0,1.5,0.6,0,0,0.1,2.6,0.2,0,4.5,0.5,0,0,0,0,0,0,0,0.08,0,0,0,2.61,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
43,D000070-ZZ-AVG,D000070,음식,품목대표,난자완스,2019,전국(대표),평균,볶음류,육류볶음,200,g,-,-,346.25,135.08,21.63,20.35,19.15,0.49,0,0,0.49,0,0,3.35,33.73,-,22.78,0,186.89,315.76,703.23,0,0,0,0,6.99,292.72,-,0,0,0.19,0.47,4.01,0,0,0,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,76.76,4.59,0,0,0,0,0,0.1,3.1,1.3,0.1,0,0.2,5.5,0.3,0.1,6.4,0.7,0,0,0,0.1,0,0,0,0.23,0.1,0.1,0.1,2.5,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
44,D000071-26-AVG,D000071,음식,품목대표,도토리묵말이,2019,대전,평균,기타,기타,1300,g,-,-,462.39,1186.1,6.8,8.5,89.7,6.3,0,0.1,0.8,0,5.4,14.4,164.34,-,3.52,78.82,115.24,521.96,3206.03,1.2,0.25,1.05,36.48,0,683.64,-,15.14,0,0,0.08,0,58.09,0,0,-,158.78,273.17,185.11,50.42,167.82,160.09,185.69,83.59,318.65,144.76,56.47,260.77,401.95,2383.68,209.02,158.95,168.67,0,1.2,0,0,0,0,0,0.01,0.83,0.3,0.03,0,0,2.36,0.07,0,2.74,0.16,0,0,0,0,0.04,0,0,0,0,0,0,8.9,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
45,D000072-ZZ-AVG,D000072,음식,품목대표,라조기,2019,전국(대표),평균,튀김류,육류튀김,200,g,-,-,398.99,127.05,20.66,23.49,26.23,0.15,0.01,0,0.14,0,0,2.83,72.17,-,21.69,0,214.25,320.32,648.52,0,0,0,0,14.19,407.25,-,0,0,0.08,0.45,4.38,0,0,0,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,90.58,5.15,0,0,0,0,0,0.1,3.8,1.3,0.1,0,0.4,6.2,0.4,0.1,8.7,1,0.1,0,0,0.1,0,0,0,0.15,0,0.1,0,2.57,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
46,D000074-72-AVG,D000074,음식,품목대표,물회,2019,포항,평균,회류,회류,700,g,-,-,529.36,583.5,34.4,18.9,55.3,20,0,8.7,4.8,0,6.4,15.1,212.11,-,1.88,119.79,463.43,1119.8,2095.9,2.17,0.23,0.7,77.71,7.96,1123.75,-,8.14,0.13,0.42,0.22,10.91,51.12,0,3.04,-,1214.62,2537.11,2857.92,769.73,1336.79,1505.07,1440.28,700.61,2140.21,1074.05,353.28,1826.66,3435.28,5100.75,1622.4,1189.42,1522.69,120.26,2.8,0,0,0,0,0.01,0.29,1.95,0.51,0.05,0.01,0.56,3.58,0.28,0.21,3.46,0.16,0.02,0.03,0,0.1,0.61,0.19,1.17,0.1,0.02,0.03,0.08,7.8,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
47,D000075-ZZ-AVG,D000075,음식,품목대표,생선물회,2019,전국(대표),평균,회류,회류,800,g,-,-,577.97,660.9,34.3,12.3,82.5,52,5.6,21.7,16.5,0,8.3,11.2,185.95,-,2.58,128.24,474.27,1212.76,2779.74,1.8,0.42,1.09,100.38,13.89,2102.52,-,6.84,0.21,0.16,0.2,2,70.86,4.31,16.04,-,1146.97,2253.74,2466.47,572.9,1276.18,1449.86,1343.61,670.64,2013.7,955.58,277.37,1736.82,3126.34,5770.69,1557.28,1313.46,1377.1,101.88,2,0,0,0,0,0.01,0.22,1.41,0.34,0.03,0,0.39,1.94,0.23,0.11,1.82,0.31,0.02,0.04,0.03,0.07,0.39,0.12,0.78,0,0.01,0.01,0.03,10,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
48,D000076-ZZ-AVG,D000076,음식,품목대표,소고기샤브샤브,2019,전국(대표),평균,찌개 및 전골류,육류찌개.전골,600,g,-,-,263.75,542.1,29.1,9.8,14.7,2.4,0.6,0.6,0.8,0,0.5,9.6,95.99,-,3.14,52.7,254.18,663.21,1122.4,8.32,0.23,0.43,31.07,0.43,829.25,-,2.94,0.05,0.24,0.22,2.35,114.41,0,0,-,997.59,2115.01,2263.68,644.26,1190.82,1246.37,1140.13,770.48,1815.26,968.21,324,1620.83,2700.79,5357.88,1540.22,1213.21,1201.6,76.02,3.7,0,0,0,0.01,0.01,0.23,2.1,1.35,0.02,0.05,0.23,2.87,0.1,0.02,0.59,0.14,0,0,0.01,0.04,0.01,0.03,0.01,0.3,0.22,0.05,0.01,4.2,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
49,D000079-39-AVG,D000079,음식,품목대표,오징어순대,2019,속초,평균,찜류,어패류찜,350,g,-,-,466.86,235.1,45.7,5.6,58.3,0.4,0,0,0.4,0,0,4.4,78.43,-,1.04,128.85,603,697.11,1258.71,4.45,0.79,0.9,119.69,28.55,823.52,-,2.63,0.43,0,0.05,0,47.89,0,0,-,1712.05,3171.94,2980.71,1026.82,1742.28,1848.79,1787.96,1013.6,3131.88,1150.83,362.78,2243.72,3922.47,6653.69,2051.44,2022.36,1880.16,517.44,1.4,0,0,0,0,0,0.05,1,0.29,0.01,0,0.04,0.66,0.06,0.08,0.61,0.13,0,0.01,0,0.05,0.29,0.01,0.95,0,0,0,0.01,5.2,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
50,D000081-01-AVG,D000081,음식,품목대표,초당순두부,2019,강릉,평균,국 및 탕류,채소류국.탕,900,g,-,-,522.69,799,49.1,29.2,15.8,0.9,0,0,0.9,0,0,10.5,333.22,-,6.64,423.22,883.4,1042.22,1203.36,5.51,1.14,3.75,53.03,0,3.57,-,16.14,0,0.09,0.15,1.63,55.31,0,0,-,2243.34,4284.26,3290.03,675.01,2922.36,2138.08,2404.73,1376.01,4334.49,2148.13,782.13,2303,6138.07,9879.32,2232.24,2723.91,2962.56,0,3.8,0,0,0,0,0,0.01,2.89,0.85,0.07,0,0.01,4.25,0.34,0.04,13.58,2.54,0,0,0,0,0,0,0,0,0,0,0,6.9,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
51,D000085-ZZ-AVG,D000085,음식,품목대표,해파리냉채,2019,전국(대표),평균,생채및 무침류,어패류무침,150,g,-,-,91,127.1,6.2,1.4,13.4,11.4,2.8,4.1,4.4,0,0.1,2.1,44.36,-,0.84,16.8,74.66,113.4,508.77,0.44,0.11,0.09,0.02,2.42,85.67,-,0.56,0.32,0.1,0.04,0.13,11.78,0.34,0.09,-,204.4,331.34,353.72,99.87,178.5,288.76,287.27,83.56,433.64,120.84,40.57,389.42,568.17,1032.9,709.37,328.93,256.84,40.33,0.3,0,0,0,0,0,0,0.2,0.1,0,0,0,0.4,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
52,D000087-ZZ-AVG,D000087,음식,품목대표,고들빼기,2019,전국(대표),평균,김치류,김치,50,g,-,-,55.53,34.77,1.58,0.61,10.93,2.84,0.01,0.71,0.54,0,1.58,2.85,25.64,-,1.91,17.01,24.85,125.56,742.43,0.22,0.08,0.21,0,0,1018.65,-,1.3,0.07,0.04,0.06,0.53,0,0,0,-,48.91,95.19,75.93,13.58,60.85,51.35,63.53,25.27,74.79,27.05,19.42,78.87,150.95,349.61,68.77,77.36,53.56,2.98,0.07,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2.1,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
53,D000097-ZZ-AVG,D000097,음식,품목대표,열무얼갈이김치,2019,전국(대표),평균,김치류,김치,50,g,-,-,17.68,44.77,1.07,0.33,2.61,0.46,0,0.25,0.2,0,0,1.57,39.42,-,1.09,16.66,20.6,154.22,339.9,0.2,0.05,0.11,0,0,909.07,-,0.73,0.05,0.07,0.05,0.27,0,0,0,-,32.05,62.36,52.09,9.79,39.81,36.15,43.62,17.74,36.53,19.8,6.85,59.18,87.47,163.57,44.35,45.4,37.74,1.03,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1.22,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
54,D000105-ZZ-AVG,D000105,음식,품목대표,미나리나물,2019,전국(대표),평균,숙채류,나물.숙채류,50,g,-,-,29.53,44.16,1.02,1.83,2.24,0,0,0,0,0,0,1.77,38.84,-,0.28,11.96,27.45,119.16,150.33,0.14,0.03,0.48,2.53,0,894.39,-,1.35,0.03,0,0.03,0,24.2,0,0,-,34.02,79.73,65.42,10.43,39.88,43.13,51.97,19.33,52.4,34.83,6.7,57.34,163.2,216.33,8.18,39.94,46.99,0,0.25,0,0,0,0,0,0,0.2,0.1,0,0,0,0.5,0,0.1,0.7,0.1,0,0,0,0,0,0,0,0.01,0,0,0,0.75,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
55,D000109-ZZ-AVG,D000109,음식,품목대표,취나물,2019,전국(대표),평균,숙채류,나물.숙채류,50,g,-,-,74.1,38.17,1.37,6.15,3.31,0,0,0,0,0,0,3.26,74.62,-,0.57,13.84,21.6,63.59,281.86,0.26,0.06,0.62,4.9,0,1315.35,-,2.14,0,0,0.03,0,4.68,0,0.32,-,53.57,128.12,86.58,11.49,74.75,72.62,74.88,29.77,88.07,48.93,12.07,84.81,145.57,232.62,7.1,72.69,70.73,0,0.84,0,0,0,0,0,0,0.6,0.2,0,0,0,1.5,0,0.6,2.6,0.6,0,0,0,0,0,0,0,0.03,0,0,0,1,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
56,D000110-ZZ-AVG,D000110,음식,품목대표,콩나물,2019,전국(대표),평균,숙채류,나물.숙채류,50,g,-,-,25.34,45.02,1.68,1.65,0.94,0.02,0,0,0.02,0,0,1.53,18.5,-,0.28,10.96,27.76,40.57,213.95,0.15,0.03,0.15,2.41,0,37.6,-,1.84,0,0,0.03,0,17.47,0,0,-,58.29,107.59,87.51,6.78,77.79,63.36,73.44,39.24,80.51,46.03,18.74,89.32,299.7,239.74,9.04,67.7,95.98,0,0.22,0,0,0,0,0,0,0.2,0.1,0,0,0,0.4,0,0.2,0.7,0.2,0,0,0,0,0,0,0,0.01,0,0,0,0.71,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
57,D000112-ZZ-AVG,D000112,음식,품목대표,경단(깨),2019,전국(대표),평균,곡류 및 서류,떡류,100,g,-,-,319.47,19.89,4.44,0.54,74.22,26.64,19.36,0.39,0.21,0,6.68,5.44,62.25,-,0.87,40.58,65.9,50.62,180,1.09,0.2,0.4,6.66,0,0,-,0.82,0.04,0,0.01,0,16.01,0,0,-,137.98,315.67,135.24,55.02,189.93,134.95,190.1,79.48,323.93,73.85,35.36,198.04,376.13,790.72,34.89,155.46,204.15,0,0.46,0,0,0,0,0,0,0.3,0.1,0,0,0,0.9,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.91,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
58,D000113-ZZ-AVG,D000113,음식,품목대표,경단(콩),2019,전국(대표),평균,곡류 및 서류,떡류,100,g,-,-,314.32,21.25,3.51,0.46,74.03,20.55,13.82,0.55,0.16,0,6.01,2.43,10.41,-,0.53,16.31,44.16,69.38,225.83,0.6,0.08,0.29,3.39,0,0,-,0.55,0.03,0,0.01,0.43,11.22,0,0,-,108.12,266.41,137.42,45.72,173.21,111.12,149.18,77.06,194.94,55.64,20.64,159.53,320.87,633.72,9.29,150.83,177.16,0,0.19,0,0,0,0,0,0,0.1,0.1,0,0,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.75,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
59,D000114-ZZ-AVG,D000114,음식,품목대표,기피편,2019,전국(대표),평균,곡류 및 서류,떡류,100,g,-,-,219.97,44.19,5.45,0.25,48.99,2.08,0.85,0,1.21,0,0,5.13,12.33,-,0.5,25.27,66.56,130.99,281.06,0.77,0.13,0.41,3.8,0,0,-,1.12,0.1,0.05,0,0.39,16.44,0,0,-,190.61,443.43,290.71,82.34,296.47,200.06,259.25,138.7,363.33,116.71,82.44,271.54,555.07,970.14,20.41,229.74,305.3,0,0.13,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1.13,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
60,D000116-ZZ-AVG,D000116,음식,품목대표,녹두시루떡,2019,전국(대표),평균,곡류 및 서류,떡류,100,g,-,-,246.07,40.25,7.74,2.53,48.08,4.05,1.88,0.33,1.83,0,0,4.9,25.81,-,1.03,40.9,110.21,250.86,263.66,1.02,0.17,0.64,2.78,0,0,-,1.93,0.11,0.13,0.02,0.37,43.39,0,0,-,277.92,583.27,400.81,97.91,377.93,287.33,337.19,181.57,526.26,166.11,89.14,360.02,799.55,1419.94,28.33,350.44,406.3,0,0.52,0,0,0,0,0,0,0.4,0.1,0,0,0,0.6,0,0.3,1.5,0.3,0,0,0,0,0,0,0,0,0,0,0,1.4,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
61,D000117-ZZ-AVG,D000117,음식,품목대표,메밀전병,2019,전국(대표),평균,곡류 및 서류,곡류 및 서류,100,g,-,-,167.83,64.57,6.18,6.29,21.62,0.62,0,0,0.41,0,0.21,3.53,35.64,-,1.19,36.74,87.29,159.14,345.8,0.86,0.08,0.37,6.44,0,116.33,-,1.61,0.08,0.12,0.03,0.02,14.92,0,1.71,-,199.93,394,296.51,95.49,251.33,211.42,232.64,139.78,324.25,154.41,118.57,244.96,439.84,1331.47,27.36,370.29,270.09,8.05,1.19,0,0,0,0,0,0,0.8,0.3,0,0,0,1.7,0.1,0.5,2.3,0.5,0,0,0,0,0,0,0,0.04,0,0,0,1.34,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
62,D000119-ZZ-AVG,D000119,음식,품목대표,무지개떡,2019,전국(대표),평균,곡류 및 서류,떡류,100,g,-,-,228.97,42.35,3.53,0.31,53.01,8.99,7.96,0.7,0.29,0,0.04,0.21,9.71,-,1.36,0,40.77,32.17,276.82,0,0,0,0,0,13.35,-,0,0,0.04,0.04,0.31,0,0,0.1,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.8,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
63,D000121-ZZ-AVG,D000121,음식,품목대표,송편(깨),2019,전국(대표),평균,곡류 및 서류,떡류,100,g,-,-,224.15,46.37,4.92,2.74,44.96,1.15,0.22,0,0.88,0,0,4.82,70.51,-,0.78,31.91,83.55,86.43,231.82,0.93,0.18,0.61,7.29,0,163.38,-,1.32,0.18,0.01,0.04,0.67,16.58,0,0,-,159.12,377.82,185.79,83.73,239.49,173.97,217.85,104.24,365.54,122.53,53.61,247.15,462.92,896.44,21.45,209.4,253.17,0,0.48,0,0,0,0,0,0,0.3,0.1,0,0,0,0.8,0,0.1,1.2,0.1,0,0,0,0,0,0,0,0,0,0,0,1.02,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
64,D000122-ZZ-AVG,D000122,음식,품목대표,송편(콩),2019,전국(대표),평균,곡류 및 서류,떡류,100,g,-,-,194.33,51.36,5.24,0.75,41.66,1.26,0,0,1.26,0,0,4.78,16.99,-,0.7,22.97,70.16,109.39,233.5,0.72,0.13,0.39,4.47,0,6.27,-,1.09,0.11,0,0,0.52,16.15,0,0,-,186.07,419.51,257.2,74.63,271.44,197.23,242.98,122.83,363.84,124.54,80.58,260.3,542.73,972.07,6.91,237.63,291.39,0,0.24,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0.1,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0.99,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
65,D000123-ZZ-AVG,D000123,음식,품목대표,수수부꾸미,2019,전국(대표),평균,곡류 및 서류,곡류 및 서류,100,g,-,-,247.89,44.53,5.73,6.29,42.1,0.24,0,0,0.24,0,0,7.95,17.24,-,1.31,45.03,111.36,190.73,261,0.85,0.12,0.54,2.59,0,4.02,-,2.81,0.03,0.12,0.03,0.56,22.8,0,0,-,165.78,498.44,227.22,67.6,265.66,177.56,218.5,115.72,265.33,118.96,63.53,328.34,483.1,988.79,21.19,281.23,269.75,0,0.97,0,0,0,0,0,0,0.7,0.2,0,0,0,1.4,0.1,0.3,3,0.3,0,0,0,0,0,0,0,0.03,0,0,0,1.36,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
