시설명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,평일 운영시간,주말 운영시간,무료주차 가능여부,발렛주차 가능여부,유아의자 대여여부,휠체어 보유여부,애완동물 동반입장 가능여부,채식메뉴 보유여부,할랄음식 여부,글루텐프리 음식여부,최종작성일
79파운야드,음식점/유흥시설,유럽음식,기타,충청남도,천안시 서북구,두정동,,971 번지,두정로,171 번,36.833969,127.13613,31100,충청남도 천안시 서북구 두정로 171,충청남도 천안시 서북구 두정동  971,070-8802-4440,월-금 12시-23시30분,토-일 12시-23시30분,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
7PM,음식점/유흥시설,동남아시아음식,베트남 태국,대구광역시,수성구,만촌동,,948-3 번지,국채보상로200길,23 번,35.864761,128.640515,42048,대구광역시 수성구 국채보상로200길 23,대구광역시 수성구 만촌동 948-3,053-965-0822,화-금 11시30분-22시,"토 11시30분-22시,일 12시-22시",무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
7STREET,음식점/유흥시설,남미음식,멕시코,세종특별자치시,,조치원읍,침산리,272-8 번지,행복7길,9-14 번,36.602376,127.291445,30021,세종특별자치시  행복7길 9-14,세종특별자치시  조치원읍 침산리 272-8,0507-1315-8001,월-금 17시-01시,토-일 17시-01시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
808웨스트도어,음식점/유흥시설,유럽음식,이탈리아,울산광역시,남구,옥동,,581-10 번지,법대로87번길,3 번,35.536932,129.288294,44645,울산광역시 남구 법대로87번길 3,울산광역시 남구 옥동  581-10,052-221-1918,월-금 11시-22시,토 11시-17시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
832L레스토랑,음식점/유흥시설,유럽음식,이탈리아,강원도,정선군,고한읍,고한리,5-26 번지,함백산로,1445-44 번,37.185298,128.882002,26157,강원도 정선군 함백산로 1445-44,강원도 정선군 고한읍 고한리 5-26,033-591-3001,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
8482,음식점/유흥시설,동남아시아음식,기타,대전광역시,서구,탄방동,,91-10 번지,도솔로,408 번,36.342179,127.390135,35264,대전광역시 서구 도솔로 408,대전광역시 서구 탄방동  91-10,0507-1370-2088,월-금 11시-21시,토-일 11시-21시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
88버거,음식점/유흥시설,북미음식,미국,제주특별자치도,서귀포시,서귀동,,255-9 번지,동문로,63 번,33.249248,126.567122,63590,제주특별자치도 서귀포시 동문로 63,제주특별자치도 서귀포시 서귀동 255-9,064-733-8488,"월-수,금 10시-21시",토-일 10시-21시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
8월의 중식 동두천점,음식점/유흥시설,동아시아음식,중국,경기도,동두천시,지행동,,719 번지,중앙로,110-9 번,37.891627,127.053036,11350,경기도 동두천시 중앙로 110-9,경기도 동두천시 지행동  719,031-928-7379,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
9292양꼬치,음식점/유흥시설,동아시아음식,중국,경기도,안산시 단원구,초지동,,802 번지,화랑로,159 번,37.324042,126.806189,15386,경기도 안산시 단원구 화랑로 159,경기도 안산시 단원구 초지동  802,0507-1333-8891,월-금 13시-02시,토-일 13시-02시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
92AVENUE,음식점/유흥시설,유럽음식,이탈리아,서울특별시,광진구,자양동,,216-16 번지,아차산로,392 번,37.536993,127.086304,5051,서울특별시 광진구 아차산로 392,서울특별시 광진구 자양동  216-16,070-4245-0064,정보없음,정보없음,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
938,음식점/유흥시설,유럽음식,이탈리아,울산광역시,중구,성남동,,191-28 번지,젊음의거리,27-2 번,35.553736,129.317942,44532,울산광역시 중구 젊음의거리 27-2 1층,울산광역시 중구 성남동 191-28,정보없음,화-금 12시-21시,토-일 12시-21시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
98양꼬치,음식점/유흥시설,동아시아음식,중국,서울특별시,구로구,구로동,,722-5 번지,구로동로,111 번,37.488532,126.884361,8316,서울특별시 구로구 구로동로 111,서울특별시 구로구 구로동  722-5,070-8151-2224,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
가나샤브샤브,음식점/유흥시설,동아시아음식,일본,대전광역시,유성구,신성동,,147-6 번지,신성로84번길,49 번,36.389038,127.351283,34116,대전광역시 유성구 신성로84번길 49,대전광역시 유성구 신성동 147-6,042-862-9288,월-금 11시30분-21시,휴무,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
가남지,음식점/유흥시설,동남아시아음식,베트남,대전광역시,유성구,도룡동,,395-1 번지,대덕대로,588 번,36.385492,127.378888,34121,대전광역시 유성구 대덕대로 588,대전광역시 유성구 도룡동 395-1,042-861-7557,월-금 11시30분-21시,토 11시30분-21시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
가네끼스시,음식점/유흥시설,동아시아음식,일본,서울특별시,동작구,신대방동,,395-69 번지,보라매로5가길,16 번,37.491312,126.924119,7071,서울특별시 동작구 보라매로5가길 16,서울특별시 동작구 신대방동  395-69,02-831-3472,월-금 12시-22시,토 12시-22시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
가네샤,음식점/유흥시설,인도아시아음식,인도,서울특별시,관악구,신림동,,1538-14 번지,대학길,46 번,37.468722,126.937587,8813,서울특별시 관악구 대학길 46,서울특별시 관악구 신림동  1538-14,02-6123-9799,월-금 11시-21시,토-일 11시-21시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
가데나,음식점/유흥시설,유럽음식,이탈리아,대전광역시,유성구,반석동,,465 번지,반석로,136-6 번,36.389757,127.299722,34065,대전광역시 유성구 반석로 136-6,대전광역시 유성구 반석동  465,0507-1384-6100,월-금 11시30분-21시30분,"토 11시30분-21시30분,일 11시30분-21시",무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
가드너아드리아,음식점/유흥시설,유럽음식,이탈리아,서울특별시,강남구,신사동,,648-20 번지,압구정로46길,73 번,37.523955,127.03665,6020,서울특별시 강남구 압구정로46길 73,서울특별시 강남구 신사동  648-20,02-549-4698,월-금 11시30분-23시,토-일 11시30분-23시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
가또부오노,음식점/유흥시설,유럽음식,이탈리아,서울특별시,서초구,서초동,,1304-2 번지,강남대로,449 번,37.502417,127.025074,6611,서울특별시 서초구 강남대로 449,서울특별시 서초구 서초동  1304-2,정보없음,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
가르모니아,음식점/유흥시설,동남아시아음식,기타,경기도,안산시 상록구,이동,,715-3 번지,광덕1로,375 번,37.30844,126.850952,15494,경기도 안산시 상록구 광덕1로 375,경기도 안산시 상록구 이동  715-3,0507-1367-9698,화-금 10시-22시,토-일 10시-23시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
가미우동,음식점/유흥시설,동아시아음식,일본,서울특별시,마포구,서교동,,346-31 번지,홍익로2길,23 번,37.554682,126.923858,4055,서울특별시 마포구 홍익로2길 23,서울특별시 마포구 서교동 346-31,02-322-3302,화-금 11시30분-20시30분,토-일 11시30분-20시30분,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
가미초밥,음식점/유흥시설,동아시아음식,일본,인천광역시,동구,송림동,,20-8 번지,샛골로210번길,9 번,37.480953,126.646385,22534,인천광역시 동구 샛골로210번길 9,인천광역시 동구 송림동 20-8,032-766-1160,월-금 11시-22시,토-일 11시-22시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
가보,음식점/유흥시설,동아시아음식,중국,충청남도,태안군,태안읍,남문리,721-18 번지,군청8길,14-1 번,36.744999,126.300479,32144,충청남도 태안군 태안읍 군청8길 14-1,충청남도 태안군 태안읍 남문리 721-18,041-672-2600,월-금 10시30분-21시,토-일 10시30분-21시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
가비,음식점/유흥시설,북미음식,미국 이탈리아 프랑스,부산광역시,해운대구,중동,,149-1 번지,좌동순환로8번길,78 번,35.169633,129.170166,48082,부산광역시 해운대구 좌동순환로8번길 78 상가동 5호,부산광역시 해운대구 중동 149-1,051-808-1655,월-금 17시30분-24시,토 17시30분-24시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 가능,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
가스트로 통,음식점/유흥시설,유럽음식,스위스 유럽,서울특별시,종로구,통의동,,25-2 번지,자하문로6길,11-36 번,37.578656,126.972608,3044,서울특별시 종로구 자하문로6길 11-36,서울특별시 종로구 통의동 25-2,02-730-4162,월-금 11시30분-22시,"토 11시30분-22시,일 12시-21시30분",무료주차 가능,발렛주차 불가,유아의자 대여 가능,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
가스트로놈넘버원,음식점/유흥시설,동남아시아음식,기타,경기도,안산시 상록구,사동,,1571-3 번지,한양대학로,26-1 번,37.301532,126.840438,15578,경기도 안산시 상록구 한양대학로 26-1,경기도 안산시 상록구 사동  1571-3,정보없음,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
가이아 레스토랑,음식점/유흥시설,유럽음식,이탈리아,인천광역시,중구,운서동,,3098-1 번지,영종대로196번길,19 번,37.490599,126.499521,22376,인천광역시 중구 영종대로196번길 19,인천광역시 중구 운서동 3098-1,032-832-1532,11시-21시,11시-21시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
가쯔레쯔 인천시청점,음식점/유흥시설,동아시아음식,일본,인천광역시,남동구,구월동,,1136-14 번지,미래로,45 번,37.454248,126.704153,21557,인천광역시 남동구 미래로 45,인천광역시 남동구 구월동 1136-14 벤처빌딩,032-432-0204,월-금 11시-21시30분,토-일 11시-21시30분,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
가향,음식점/유흥시설,동아시아음식,중국,경기도,안양시 동안구,관양동,,1511-6 번지,흥안대로514번길,16 번,37.399881,126.9782,13943,경기도 안양시 동안구 흥안대로514번길 16,경기도 안양시 동안구 관양동 1511-6,0507-0090-7070,월-금 10시-22시,토-일 10시-22시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
간사이일식,음식점/유흥시설,동아시아음식,일본,대전광역시,유성구,봉명동,,445-19 번지,온천서로,8-13 번,36.354996,127.340245,34168,대전광역시 유성구 온천서로 8-13,대전광역시 유성구 봉명동 445-19,042-825-5561,월-금 11시-23시,토-일 11시-23시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
